grid_x,grid_y,layer,direction,x,y
1155.0,1290.0,out,top,1155.0000000000002,1283.0000000000002
2025.0,1290.0,out,top,2025.0000000000005,1283.0000000000002
1215.0,1290.0,out,top,1213.0000000000002,1283.0000000000002
2085.0,1290.0,out,top,2083.0000000000005,1283.0000000000002
1275.0,1290.0,out,top,1271.0000000000002,1283.0000000000002
2145.0,1290.0,out,top,2141.0000000000005,1283.0000000000002
1335.0,1290.0,out,top,1329.0000000000002,1283.0000000000002
2205.0,1290.0,out,top,2199.0000000000005,1283.0000000000002
1380.0,1290.0,out,top,1387.0000000000002,1283.0000000000002
2250.0,1290.0,out,top,2257.0000000000005,1283.0000000000002
1440.0,1290.0,out,top,1445.0000000000005,1283.0000000000002
2310.0,1290.0,out,top,2315.0000000000005,1283.0000000000002
1500.0,1290.0,out,top,1503.0000000000005,1283.0000000000002
2370.0,1290.0,out,top,2373.0000000000005,1283.0000000000002
1560.0,1290.0,out,top,1561.0000000000005,1283.0000000000002
2430.0,1290.0,out,top,2431.0000000000005,1283.0000000000002
1620.0,1290.0,out,top,1619.0000000000005,1283.0000000000002
2490.0,1290.0,out,top,2489.0000000000005,1283.0000000000002
1680.0,1290.0,out,top,1677.0000000000005,1283.0000000000002
2550.0,1290.0,out,top,2547.0000000000005,1283.0000000000002
1740.0,1290.0,out,top,1735.0000000000005,1283.0000000000002
1800.0,1290.0,out,top,1793.0000000000005,1283.0000000000002
315.0,675.0,out,left,317.00000000000006,675.0000000000001
315.0,735.0,out,left,317.00000000000006,733.0000000000002
315.0,795.0,out,left,317.00000000000006,791.0000000000002
315.0,855.0,out,left,317.00000000000006,849.0000000000002
315.0,900.0,out,left,317.00000000000006,907.0000000000002
315.0,960.0,out,left,317.00000000000006,965.0000000000002
315.0,1020.0,out,left,317.00000000000006,1023.0000000000002
315.0,1080.0,out,left,317.00000000000006,1081.0000000000002
315.0,1140.0,out,left,317.00000000000006,1139.0000000000002
315.0,1200.0,out,left,317.00000000000006,1197.0000000000002
